Level	Date and Time	Source	Event ID	Task Category
Information	21-07-2019 22:07:23	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Getstarted_6.15.12641.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:21	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftSolitaireCollection_4.4.6132.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:19	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\C27EB4BA.DropboxOEM_20.4.1.0_x64__xbfy0k16fey96\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:17	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.DesktopAppInstaller_1.0.31351.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:15	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Messaging_4.1901.10241.1000_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:12	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsCamera_2019.124.60.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:10	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneVideo_10.19031.11411.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:08	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_10.19031.11411.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:06	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Microsoft3DViewer_6.1903.4012.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:04	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MSPaint_5.1904.8017.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:02	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Print3D_3.3.791.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:07:01	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:59	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.StorePurchaseApp_11811.1001.18.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneVideo_10.17112.19011.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:44	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_10.17112.19011.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:35	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxSpeechToTextOverlay_1.17.29001.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:32	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxIdentityProvider_12.36.15002.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:29	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGamingOverlay_1.15.1001.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:26	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGameOverlay_1.26.6001.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:21	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxApp_38.38.14002.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:12	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Xbox.TCUI_1.11.28003.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:08	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsStore_11712.1001.23.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:06:01	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsSoundRecorder_10.1712.10611.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:05:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsMaps_5.1711.10401.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:05:30	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsFeedbackHub_1.1712.612.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:05:17	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\microsoft.windowscommunicationsapps_17.8827.22055.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:04:38	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsCamera_2017.1117.80.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:04:30	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsCalculator_10.1712.10601.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:04:26	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WindowsAlarms_10.1712.10611.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:04:18	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Photos_2018.18011.15918.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.WebMediaExtensions_1.0.3102.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:47	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Wallet_2.1.18009.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:42	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.StorePurchaseApp_11712.1801.10002.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:37	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.SkypeApp_12.13.274.0_x64__kzf8qxf38zg5c\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:13	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Services.Store.Engagement_10.0.1610.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:12	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Services.Store.Engagement_10.0.1610.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:09	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Print3D_2.0.3621.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:03:03	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.People_10.3.10452.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:02:59	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.OneConnect_4.1801.521.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:02:52	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Office.OneNote_17.8827.20991.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:02:02	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MSPaint_3.1803.5027.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:01:49	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftStickyNotes_2.0.13.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:01:41	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftSolitaireCollection_4.0.1301.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:01:32	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_17.8918.5926.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:01:22	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Microsoft3DViewer_2.1803.8022.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:01:12	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	21-07-2019 22:01:10	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Messaging_3.38.22001.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:01:02	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Getstarted_6.9.10602.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.GetHelp_10.1706.10441.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:49	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.DesktopAppInstaller_1.0.12271.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:41	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.BingWeather_4.22.3254.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:26	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Advertising.Xaml_10.1705.4.0_x86__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:22	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Advertising.Xaml_10.1705.4.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:20	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\DellInc.DellSupportAssistforPCs_3.2.5.0_x64__htrsf667h5kn2\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:10	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\windows.immersivecontrolpanel_10.0.2.1000_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:08	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Windows.CBSPreview_10.0.17134.48_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:06	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGameCallableUI_1000.17134.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:05	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.17134.112_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:03	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.SecHealthUI_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:02	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.PinningConfirmationDialog_1000.17134.1.0_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 22:00:01	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.PeopleExperienceHost_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:59	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ParentalControls_1000.17134.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:58	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.OOBENetworkConnectionFlow_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:57	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.OOBENetworkCaptivePortal_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:55	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.HolographicFirstRun_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Cortana_1.10.8.17134_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:51	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ContentDeliveryManager_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:50	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.CloudExperienceHost_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:49	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.CapturePicker_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:47	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Apprep.ChxApp_1000.17134.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:46	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Win32WebViewHost_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:44	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.PPIProjection_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:42	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftEdge_42.17134.1.0_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:40	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftEdgeDevToolsClient_1000.17134.556.0_neutral_neutral_8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LockApp_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:37	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ECApp_10.0.17134.1_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:36	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.CredDialogHost_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:35	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.BioEnrollment_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:33	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.AsyncTextService_10.0.17134.1_neutral__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:32	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.AccountsControl_10.0.17134.1_neutral__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:31	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.AAD.BrokerPlugin_1000.17134.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:29	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\InputApp_1000.17134.1.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:28	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:27	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\E2A4F912-2574-4A75-9BB0-0D023378592B_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:25	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\c5e2524a-ea46-4f67-841f-6a9465d9d515_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:23	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\1527c705-839a-4832-9118-54d4Bd6a0c89_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information	21-07-2019 21:59:16	Service Control Manager	7040	None	The start type of the Remote Access IP ARP Driver service was changed from demand start to auto start.
Information	21-07-2019 21:59:03	Microsoft-Windows-WLAN-AutoConfig	4000	None	"WLAN AutoConfig service has successfully started.
"
Information	21-07-2019 21:59:01	Service Control Manager	7040	None	The start type of the Distributed Transaction Coordinator service was changed from auto start to demand start.
Information	21-07-2019 21:58:49	Service Control Manager	7040	None	The start type of the Distributed Transaction Coordinator service was changed from demand start to auto start.
Information	21-07-2019 21:58:31	Microsoft-Windows-WLAN-AutoConfig	4001	None	"WLAN AutoConfig service has successfully stopped.
"
Information	21-07-2019 21:58:25	Microsoft-Windows-HttpEvent	15007	None	Reservation for namespace identified by URL prefix http://127.0.0.1:8884:127.0.0.1/ was successfully added.
Information	21-07-2019 21:58:25	Microsoft-Windows-HttpEvent	15008	None	Reservation for namespace identified by URL prefix http://127.0.0.1:8884:127.0.0.1/ was successfully deleted.
Information	21-07-2019 21:58:08	McAfee Service Controller	1	None	The protectedmodulehostservice MMS Service entered the running state.
Information	21-07-2019 21:58:08	McAfee Service Controller	7	None	"A service was created with MFEMMS:  Service Name: protectedmodulehostservice Service BinaryPath: ""C:\\Program Files\\Common Files\\McAfee\ModuleCore\\ProtectedModuleHost.exe"" Service Type: SERVICE_TYPE_MMS Service Power Profile: POWERPROFILE_NORMAL Service Depends On:  Service Restart Period: 300 Service Restart Count: 5 Service Restart Delay: 5 Service Group Account: LocalSystem Service Startup Profile: SERVICE_START_EARLY"
Information	21-07-2019 21:58:08	McAfee Service Controller	9	None	The protectedmodulehostservice MMS service was deleted.
Information	21-07-2019 21:58:07	McAfee Service Controller	2	None	The protectedmodulehostservice MMS Service entered the stopped state.
Information	21-07-2019 21:58:05	McAfee Service Controller	1	None	The mfeavsvc MMS Service entered the running state.
Information	21-07-2019 21:58:04	McAfee Service Controller	2	None	The mfeavsvc MMS Service entered the stopped state.
Information	21-07-2019 21:58:03	Service Control Manager	7040	None	The start type of the McAfee AP Service service was changed from disabled to auto start.
Information	21-07-2019 21:58:03	Service Control Manager	7040	None	The start type of the McAfee Activation Service service was changed from disabled to demand start.
Information	21-07-2019 21:58:01	Service Control Manager	7040	None	The start type of the McAfee Firewall Core Service service was changed from disabled to demand start.
Information	21-07-2019 21:58:00	McAfee Service Controller	1	None	The protectedmodulehostservice MMS Service entered the running state.
